age,monthly_income,loan_amount,tenure_months,num_credit_lines,has_previous_default,job_type_civil_servant,job_type_employee,job_type_entrepreneur,job_type_freelance,education_level_bachelor,education_level_diploma,education_level_high_school,education_level_master,city_Bandung,city_Bekasi,city_Jakarta,city_Surabaya,city_Yogyakarta,marital_status_divorced,marital_status_married,marital_status_single,target
37,7185374,35884383,48,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
28,33605962,49411686,54,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
56,22349169,71432294,45,7.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
24,23923444,42737183,17,6.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
42,10293494,23302032,50,7.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
36,9045296,43814010,21,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
21,12945025,24067472,53,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
33,12951115,50957121,33,8.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
26,19721875,40370810,67,9.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
41,27491477,37511920,37,10.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
54,20590881,47474326,9,9.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
29,14524632,65585178,16,3.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
29,33892624,14583336,36,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
60,11914976,76987350,48,10.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
34,19374587,17687255,7,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
34,21151169,21733644,65,9.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
30,20870437,68235272,9,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
45,23093587,70802181,9,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
48,24614297,18234341,21,8.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
37,29217109,32452564,59,9.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
38,22969270,50990436,20,9.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
23,19478246,40731294,57,5.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
58,34558642,55089920,66,8.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
55,11051098,77346858,55,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,18803396,70644236,8,8.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
36,20461090,35192350,35,8.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
40,20128415,47084403,10,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35,12464690,69310869,48,7.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
43,31181063,15210121,50,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
21,20488035,70500496,62,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
48,14108809,35682894,18,5.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
43,4045327,64315400,71,8.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,26999138,55732316,22,5.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
59,21255531,44910737,47,9.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
23,6007215,55090030,34,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
58,21239720,41066221,69,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
21,31378554,16038703,32,6.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29,18845042,2328291,58,10.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
54,34581581,37403428,70,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
47,4331731,50201208,46,9.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
39,5579476,65349092,35,7.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
53,21459901,75408431,31,9.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
24,17113448,14977006,36,2.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
42,9607522,39092760,32,10.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
39,27471601,43011917,15,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,13327560,29204764,16,5.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
48,34372533,61771952,66,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
25,11560407,18236285,60,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
41,29000662,65183799,57,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
33,4632842,14910587,69,4.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
53,7346622,77274780,42,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
48,24974355,8597149,24,8.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
26,19638606,19333348,50,5.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39,18111660,46330778,8,9.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
42,28282629,46438856,55,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
49,4872140,6461161,43,10.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
58,14296775,78852394,63,5.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
38,19367849,22183494,53,2.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
31,4711266,43641367,21,7.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
33,15182661,24943356,42,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
38,24602720,14025566,53,10.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
47,21947413,31219381,13,8.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
37,7587664,7453135,68,8.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,30396331,40492927,61,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
39,21219397,39312973,27,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
23,5030170,42380194,38,6.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
28,20619275,70928119,24,3.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
34,28215042,17493130,16,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
46,12313456,43451423,12,2.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
59,31288785,34649527,66,5.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
35,23002639,6231959,26,5.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
43,32655342,61039739,35,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
56,7497505,12090288,71,9.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
58,24107235,3089113,26,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
58,32899405,56385240,40,9.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
31,20893556,2358469,46,2.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
32,19368805,36633371,47,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
39,27549959,74705015,49,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
29,13346866,43084990,54,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
29,3617929,35701690,42,10.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
58,10580295,1766997,31,4.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
51,8243710,25347839,62,3.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
40,7543187,27789117,10,8.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
31,25043326,51120694,9,8.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
30,15415134,33234469,24,7.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
22,20702637,8785479,21,2.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
35,29080594,35917579,25,8.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
49,6288235,4715219,32,10.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
38,26723490,41139850,24,9.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
36,16314388,77799388,10,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
59,6451300,71481388,61,10.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
29,24492870,20103234,31,7.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
58,24737286,5540770,24,6.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37,29916726,59335149,31,6.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
35,6842644,14020389,35,6.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
38,27438189,1579584,22,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
46,29192007,75027055,38,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
28,8311756,62802090,51,6.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
39,14267804,57503801,10,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
52,12365855,12050739,26,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
25,25693172,71521134,54,5.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
44,20978549,29881361,55,7.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
32,6213669,50038279,50,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
42,21422612,17666577,53,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
32,27332982,32532237,50,10.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
42,22718681,55004544,36,7.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
39,20187193,13105631,29,8.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51,13764922,24497851,66,9.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
45,22623743,65336092,45,4.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
26,30957576,3798094,43,10.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
33,32910155,38607438,16,6.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
48,5862723,44154191,8,5.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
35,13876694,14530361,34,4.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
60,24931121,77441014,35,6.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
47,5154463,43477902,34,10.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
45,18817065,27973123,17,10.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
50,21059998,52156746,21,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
59,26200863,38093900,62,3.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
49,4474414,28965437,72,8.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
31,15498141,15808176,43,3.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
39,20276620,61309099,15,5.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
25,13591192,77875164,47,2.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
56,23414569,50940835,15,7.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
24,8133445,74599065,18,9.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
27,11319356,44331066,51,8.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
45,3218061,50162412,44,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
36,11603314,18001423,17,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
34,5915096,11385150,70,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
59,28368340,7849537,38,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
31,3503395,64467305,22,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
28,13954507,60856124,42,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
54,20476242,51787228,42,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
40,18146715,71365817,27,8.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
25,12843693,5870550,43,8.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
23,34462804,8851267,54,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
26,18851726,71068234,16,6.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
43,31196559,79833554,26,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
21,10503389,78498039,16,5.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
58,34453035,9673171,21,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
37,32923193,37716878,23,7.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
23,4346392,51131751,6,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
33,29463941,52649072,41,5.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
57,33580845,2269464,63,3.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,6106428,14544268,64,5.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
49,18002702,17629978,56,2.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
22,10530689,72557603,16,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
25,7844336,42649639,19,9.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
53,17413196,47149189,47,7.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
43,9501058,48209115,32,7.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
60,13601343,39847512,8,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
26,31025340,17721291,67,10.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
45,19230721,47661760,72,5.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
60,17154529,62210088,70,9.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
43,25294074,14336712,41,5.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31,25948932,11512924,62,4.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
57,34184803,33718143,16,9.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
57,9996933,57664960,32,3.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
23,22009422,58369800,35,7.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
58,23258849,66141503,25,9.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
49,4641590,20922986,60,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
51,18680130,51330801,57,10.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
57,15071874,46047622,21,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
47,27023658,52428085,63,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
26,14110664,53982534,54,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
33,12184752,72958104,70,3.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
52,24257170,57394925,51,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
32,20873629,45899566,37,9.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
34,7642891,13776933,60,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
52,29907564,73226746,36,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
27,4334317,67848648,27,8.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
30,20540746,39385830,7,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
23,21957939,37063146,60,8.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
54,22992288,17462995,59,7.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
60,14742453,72557146,7,6.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
51,20852924,23775647,44,5.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
54,23817812,67444791,53,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
35,32909459,3651762,59,6.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
50,28175267,11220171,49,8.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
35,29763539,43076398,34,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
45,15983187,61515331,6,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
31,34827757,76685030,19,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
32,30927566,10120363,30,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
25,19217017,48558753,67,8.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
39,33421218,8434035,7,10.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
48,17302966,32463492,64,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
26,21416961,64828346,24,6.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
55,5381410,71741167,33,10.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
22,23421565,26881305,39,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
31,14627248,79229918,51,10.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
50,20355526,4368612,69,6.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
26,11555479,23359029,29,9.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
40,5291615,9495118,19,8.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
21,14989901,39210765,36,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
57,31110773,65594191,42,6.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,33591083,60294991,61,6.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
28,20890827,55449179,61,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
47,14559342,40480347,19,9.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
41,11074664,26305304,29,10.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
54,24218643,68226526,41,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
48,19699537,71374550,38,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
58,27002195,7390575,30,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
35,32887433,75779853,63,2.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
47,3791912,48785797,15,7.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
37,19376537,68093572,50,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
38,4338658,11061555,58,8.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
60,21223207,22236100,38,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22,31584618,49988019,26,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
28,27214015,78930448,70,4.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
55,15597468,3618475,19,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
31,6369303,33872466,30,6.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
51,29743781,25839144,65,5.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
46,34811477,28704220,66,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
52,12300169,64306850,34,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
51,25957562,45770414,56,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
53,9094647,25585487,67,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
47,32555419,46001907,42,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
56,7550254,44099795,54,3.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39,22473682,59124997,11,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
36,20822465,74109971,52,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26,28452427,49960837,24,9.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
54,29068383,37021757,66,4.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
21,23343822,21000068,10,3.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
26,20530693,61749888,12,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
23,33620918,51409219,28,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
45,10416281,20810323,53,9.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
59,21193351,3687951,10,6.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
24,15875997,20407902,61,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
22,13665672,52114026,29,6.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31,29479671,75957995,37,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
29,27058295,71228895,64,7.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,34963561,28024254,71,3.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
35,30020032,5748893,19,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
33,14236027,69413791,60,3.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
32,18684469,28830421,48,4.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
58,26900675,44297842,59,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
23,28440693,31701514,9,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
37,28732884,18574425,31,8.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
56,26753649,14833134,17,5.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
40,25350152,14724633,44,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
40,29059772,46633064,51,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
36,23085520,45507797,66,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
58,22401648,59911359,44,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
29,13303839,31806364,31,7.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39,16393152,54818157,19,4.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
52,30338893,40938709,58,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
39,31702960,7414026,55,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
55,34467147,19704286,42,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
52,28003400,65204109,65,6.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30,30894900,18820144,26,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
25,33242742,26294744,41,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
35,12564624,74454226,44,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,20091189,64171847,62,8.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
31,16017634,17448448,62,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
38,11862365,23182590,39,10.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
37,22410465,33702347,67,5.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
29,20880558,53568331,34,7.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29,5397281,62842658,57,5.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45,23717144,5160718,44,8.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
45,17902749,33616875,38,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
40,9066058,32924033,69,10.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
28,7383875,29212662,20,2.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
35,16485614,73455932,60,6.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
43,8335425,64892995,29,9.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
57,6612277,76885417,38,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
57,27935433,29326399,65,8.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
47,30903792,29437303,32,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
